Epoch,loss(train),loss(val),delta1,delta2,delta3,RMS,Log,Rel,SqRel
1.0,2.403512954711914,1.57426917552948,0.815995454788208,0.9626915454864502,0.9924029111862183,0.5113456845283508,0.058899905532598495,0.13908782601356506,0.3645145893096924
2.0,1.7956956624984741,1.4845420122146606,0.832423985004425,0.9684679508209229,0.994105339050293,0.4942586421966553,0.056283287703990936,0.13319531083106995,0.3566957414150238
3.0,1.678637981414795,1.4917542934417725,0.8173421025276184,0.9675046801567078,0.9927734136581421,0.5096688866615295,0.05959303304553032,0.1318218857049942,0.3560447692871094
4.0,1.6180548667907715,1.497495174407959,0.8382567167282104,0.9703324437141418,0.9934120178222656,0.4861209988594055,0.05595652759075165,0.1326274275779724,0.3561096787452698
5.0,1.579155445098877,1.4964799880981445,0.8315421938896179,0.9660715460777283,0.9930837154388428,0.5088874697685242,0.0564606711268425,0.12885786592960358,0.35100796818733215
6.0,1.549820899963379,1.4820094108581543,0.8406738638877869,0.9684244990348816,0.9930274486541748,0.4831196367740631,0.054695673286914825,0.12790369987487793,0.34890925884246826
7.0,1.5382827520370483,1.496861219406128,0.8187957406044006,0.9666666984558105,0.9936262369155884,0.5103723406791687,0.05910984054207802,0.1310490518808365,0.3549126088619232
8.0,1.5257360935211182,1.4915446043014526,0.8388339877128601,0.9678624868392944,0.992478609085083,0.4885217547416687,0.05510872229933739,0.1296306848526001,0.35150420665740967
9.0,1.512596607208252,1.5042599439620972,0.8324159383773804,0.9671922326087952,0.9925472736358643,0.5004256963729858,0.05701608583331108,0.12977543473243713,0.3523552715778351
10.0,1.4972983598709106,1.5580673217773438,0.8207628726959229,0.9659796357154846,0.9918699860572815,0.5112589597702026,0.05947710946202278,0.13507024943828583,0.3601570427417755
11.0,1.3328055143356323,1.462389349937439,0.8426606059074402,0.9691163897514343,0.9930339455604553,0.48250338435173035,0.054069433361291885,0.12609708309173584,0.34618866443634033
12.0,1.2943934202194214,1.4605724811553955,0.8425078988075256,0.9697774052619934,0.993035078048706,0.4828329384326935,0.0540250800549984,0.12517595291137695,0.3450930416584015
13.0,1.278286099433899,1.4583251476287842,0.8425294160842896,0.969035267829895,0.9929873943328857,0.48316726088523865,0.05395510047674179,0.1248326525092125,0.34435534477233887
14.0,1.2687385082244873,1.4628174304962158,0.8412180542945862,0.9686124324798584,0.993038535118103,0.48415496945381165,0.05400512367486954,0.12583431601524353,0.34566980600357056
15.0,1.2584961652755737,1.4620251655578613,0.8445241451263428,0.9696929454803467,0.9927785396575928,0.4796702563762665,0.053833458572626114,0.1265982836484909,0.34681782126426697
16.0,1.235795259475708,1.4584977626800537,0.8423920273780823,0.968828022480011,0.9927369952201843,0.4843637943267822,0.0540047325193882,0.12469946593046188,0.3441549837589264
17.0,1.2306090593338013,1.4598122835159302,0.8411638736724854,0.9688102602958679,0.9929978251457214,0.48644712567329407,0.05424497649073601,0.12418179959058762,0.3438721001148224
18.0,1.2284435033798218,1.4567654132843018,0.8435655236244202,0.9694256782531738,0.9931262731552124,0.47963395714759827,0.053718987852334976,0.12546966969966888,0.3451912999153137
19.0,1.2272586822509766,1.458142876625061,0.8438377976417542,0.9691829681396484,0.9928542971611023,0.4791606068611145,0.05371478199958801,0.12612511217594147,0.3458283245563507
20.0,1.2240691184997559,1.4625061750411987,0.8431325554847717,0.9696641564369202,0.9929191470146179,0.4790252447128296,0.05384589359164238,0.12756584584712982,0.3479497730731964
