Epoch,loss(train),loss(val),delta1,delta2,delta3,RMS,Log,Rel,SqRel
1.0,3.297426462173462,2.0428333282470703,0.6680267453193665,0.9127309322357178,0.9775903820991516,0.6741374731063843,0.08491745591163635,0.20897628366947174,0.4456869661808014
2.0,1.9607691764831543,1.8185280561447144,0.7185174226760864,0.9376808404922485,0.9852235317230225,0.6116478443145752,0.07573559135198593,0.182154580950737,0.41648998856544495
3.0,1.6510344743728638,1.7282533645629883,0.7371301054954529,0.9449718594551086,0.9863711595535278,0.5839994549751282,0.07244645059108734,0.17131416499614716,0.4037517011165619
4.0,1.491100788116455,1.6684534549713135,0.7578332424163818,0.9480666518211365,0.98685222864151,0.5656158924102783,0.06925468891859055,0.16545143723487854,0.39574262499809265
5.0,1.3701701164245605,1.6317282915115356,0.7709335684776306,0.9520236849784851,0.9882261753082275,0.554891049861908,0.06734896451234818,0.15865027904510498,0.3882496953010559
6.0,1.28484308719635,1.6081167459487915,0.7719120979309082,0.95194011926651,0.9884504675865173,0.553453803062439,0.06709849834442139,0.1586572527885437,0.38734763860702515
7.0,1.2086282968521118,1.593661904335022,0.7791947722434998,0.9562620520591736,0.9887427687644958,0.5539755821228027,0.06596577912569046,0.1597086787223816,0.3885163366794586
8.0,1.1458992958068848,1.5654475688934326,0.7842824459075928,0.956000566482544,0.9890846014022827,0.536529004573822,0.06519274413585663,0.156288281083107,0.38428211212158203
9.0,1.1039152145385742,1.5559974908828735,0.7869873046875,0.9563761949539185,0.9888450503349304,0.5320736765861511,0.06478191912174225,0.15730927884578705,0.3853413462638855
10.0,1.0657485723495483,1.544856309890747,0.7899996638298035,0.9574358463287354,0.9892767667770386,0.5295571684837341,0.06409052014350891,0.15289929509162903,0.38024112582206726
11.0,1.0008244514465332,1.5327636003494263,0.7916325926780701,0.9587395787239075,0.9896854162216187,0.5289369821548462,0.06365276128053665,0.1492205113172531,0.37594765424728394
12.0,0.987485408782959,1.533319354057312,0.7928626537322998,0.9589066505432129,0.9898453950881958,0.5261833071708679,0.06356664001941681,0.14991340041160583,0.37687820196151733
13.0,0.9772188663482666,1.5321515798568726,0.7920776009559631,0.9579296112060547,0.9896190762519836,0.5281004905700684,0.06353597342967987,0.1504746675491333,0.37714913487434387
14.0,0.9748083353042603,1.5376503467559814,0.7893313765525818,0.9568613767623901,0.9884841442108154,0.5287096500396729,0.06425429880619049,0.1571708768606186,0.384491890668869
15.0,0.966702938079834,1.5320909023284912,0.7918354272842407,0.9581465721130371,0.9891864061355591,0.5266937613487244,0.06358745694160461,0.15222646296024323,0.37893736362457275
16.0,0.9611454606056213,1.5279579162597656,0.7934228777885437,0.9589561223983765,0.9897627234458923,0.525589108467102,0.0634201318025589,0.15166079998016357,0.3785904049873352
17.0,0.9588014483451843,1.5294464826583862,0.7936904430389404,0.9586459994316101,0.9897348284721375,0.5260099768638611,0.06334913522005081,0.15009088814258575,0.37683606147766113
18.0,0.954707682132721,1.5326733589172363,0.7931780815124512,0.9582819938659668,0.9894080758094788,0.5254632830619812,0.06358380615711212,0.15337315201759338,0.38051125407218933
19.0,0.9483528733253479,1.5312377214431763,0.7929102182388306,0.9586397409439087,0.9894812107086182,0.5257083773612976,0.06358551979064941,0.15349474549293518,0.38079625368118286
20.0,0.9432274103164673,1.5280693769454956,0.7935319542884827,0.9587026238441467,0.9895684123039246,0.5254119634628296,0.06345070153474808,0.15233109891414642,0.37934035062789917
