Epoch,loss(train),loss(val),delta1,delta2,delta3,RMS,Log,Rel,SqRel
1.0,2.918128252029419,1.680734395980835,0.7898836731910706,0.9606711268424988,0.9910443425178528,0.5449239015579224,0.06363248825073242,0.14669419825077057,0.37524884939193726
2.0,2.287205457687378,1.6056290864944458,0.8131738901138306,0.9642263054847717,0.9919017553329468,0.515696108341217,0.05973050743341446,0.14206835627555847,0.3683834373950958
3.0,2.0933868885040283,1.5708047151565552,0.8186594843864441,0.9669428467750549,0.9925426840782166,0.5118415355682373,0.05888323113322258,0.13557465374469757,0.3607149124145508
4.0,1.9710063934326172,1.5491809844970703,0.815525233745575,0.9667889475822449,0.9928988218307495,0.5196292400360107,0.059765782207250595,0.13549599051475525,0.36054727435112
5.0,1.8845863342285156,1.5348598957061768,0.8241948485374451,0.9668185114860535,0.9929458498954773,0.5106085538864136,0.057844653725624084,0.13425873219966888,0.3581337034702301
6.0,1.8202499151229858,1.5411378145217896,0.8169595003128052,0.9650008082389832,0.9930570125579834,0.52765953540802,0.05900568887591362,0.13455063104629517,0.3587000370025635
7.0,1.775160789489746,1.5378721952438354,0.8040076494216919,0.9637480974197388,0.9922606945037842,0.5384944081306458,0.06210388243198395,0.13745905458927155,0.3634943962097168
8.0,1.7358835935592651,1.5159097909927368,0.8250861167907715,0.9674018025398254,0.992920458316803,0.5039495229721069,0.057968296110630035,0.13573148846626282,0.3595239520072937
9.0,1.6995676755905151,1.522281527519226,0.8224925994873047,0.9677369594573975,0.9931324124336243,0.5105024576187134,0.05835734307765961,0.13429179787635803,0.35857918858528137
10.0,1.6779472827911377,1.5256730318069458,0.8049184083938599,0.9644144773483276,0.9925980567932129,0.533731997013092,0.06181057170033455,0.13696204125881195,0.36285993456840515
11.0,1.5964537858963013,1.487938404083252,0.8310122489929199,0.9684816598892212,0.9930893182754517,0.5021530389785767,0.05655033886432648,0.13081809878349304,0.3532027006149292
12.0,1.5786973237991333,1.4944164752960205,0.8289421796798706,0.9686365127563477,0.9930375218391418,0.5050176978111267,0.05708318203687668,0.13140255212783813,0.3544057309627533
13.0,1.5685707330703735,1.491875410079956,0.8302145004272461,0.9686893224716187,0.9931379556655884,0.502322256565094,0.05672801285982132,0.1317276954650879,0.35456132888793945
14.0,1.5641692876815796,1.4934402704238892,0.8285124897956848,0.9680870175361633,0.9930634498596191,0.506931722164154,0.05725107714533806,0.13173948228359222,0.3546845018863678
15.0,1.5589534044265747,1.4928354024887085,0.8287262320518494,0.9683386087417603,0.9931462407112122,0.506019115447998,0.05706801638007164,0.1318151205778122,0.354648232460022
16.0,1.553969383239746,1.4954023361206055,0.8287221789360046,0.9681487679481506,0.9929018020629883,0.5042369365692139,0.05723198875784874,0.13291533291339874,0.3559339940547943
17.0,1.5508275032043457,1.494239091873169,0.8289008140563965,0.9682533144950867,0.9930558204650879,0.5068023204803467,0.05719384178519249,0.13148421049118042,0.35451740026474
18.0,1.5465376377105713,1.4949209690093994,0.8297073245048523,0.9679589867591858,0.9929443001747131,0.5027999877929688,0.057082343846559525,0.1349753737449646,0.35838428139686584
19.0,1.542335867881775,1.4945378303527832,0.829914927482605,0.9683501720428467,0.9929837584495544,0.5035361051559448,0.05696415528655052,0.13358193635940552,0.35688284039497375
20.0,1.5308244228363037,1.4934821128845215,0.8266920447349548,0.9668338298797607,0.9926249980926514,0.5038124322891235,0.05752843618392944,0.13631819188594818,0.3597216308116913
